course title,Credit hours,course ID,class code,preReqs
CHE 3190 Chemical Reaction Engineering (3) - Modern Campus Catalog™,3,CHE,3190,"Prereq.:,a grade of “C” or better in,CHE 3173,and,CHEM 3492,and a grade of “C” or better or registration in,CHE 3102,.,Credit will not be given for btoh this course and,CHE 3100,."
CHE 3173 Heterogeneous Equilibrium (3) - Modern Campus Catalog™,3,CHE,3173,"Prereq.:,a grade of “C” or better in,CHE 2172,and,CHE 2176,."
CHE 3171 Introduction to Design and Process Safety (3) - Modern Campus Catalog™,3,CHE,3171,"Prereq.:,CHE 2176,and credit with a grade of “C” or better or registration in,CHE 3101,and,CHE 3173,."
CHE 3104 Engineering Measurements Laboratory (3) - Modern Campus Catalog™,3,CHE,3104,"Prereq.:,a grade of “C” or better in,CHE 2176,and credit with a grade of “C” or better or registration in,CHE 3102,and,CHE 3173,.,2 hrs. lecture; 3 hrs. lab."
CHE 3102 Transport Sciences: Heat and Mass Transfer (4) - Modern Campus Catalog™,4,CHE,3102,"Prereq.:,A grade of “C” or better in,CHE 2176,and,CHE 3101,."
CHE 3101 Transport Sciences: Momentum Transfer (3) - Modern Campus Catalog™,3,CHE,3101,"Prereq.:,A grade of “C” or better,CHE 2171,, credit with a grade of “C” or better or registration in,CHE 2176,, and a grade of “C” or better in,BIOL 1201,,,CHEM 1201,,,CHEM 1202,,,MATH 1550,,,MATH 1552,,,MATH 2057,,,MATH 2090,,,PHYS 2110,and,PHYS 2113,."
CHE 3100 Chemical Equilibrium and Kinetics of Environmental Processes (3) - Modern Campus Catalog™,3,CHE,3100,"Also offered as,EVEG 3120,.,Prereq.:,CHEM 2060,;,EVEG 2000,.,Not open to chemical engineering majors."
CHE 2176 Numerical Methods and Programming for Chemical Engineers (4) - Modern Campus Catalog™,4,CHE,2176,"Prereq.:,a grade of “C” or better,CHE 2171,and a grade of “C” or better in,BIOL 1201,,,CHEM 1201,,,CHEM 1202,,,MATH 1550,,,MATH 1552,,,MATH 2090,and,PHYS 2110,and,PHYS 2113,.,3 hrs. lecture; 3 hrs. lab"
CHE 2172 Chemical Engineering Thermodynamics (3) - Modern Campus Catalog™,3,CHE,2172,"Prereq.:,a grade of “C” or better in,CHE 2171,and a grade of “C” or better in,BIOL 1201,,,CHEM 1201,,,CHEM 1202,,,MATH 1550,,,MATH 1552,,,MATH 2090,,,PHYS 2110,, and,PHYS 2113,."
CHE 2171 Chemical Engineering Fundamentals: Material and Energy Balances (4) - Modern Campus Catalog™,4,CHE,2171,"Prereq.:,MATH 1550,,,CHEM 1202,, and,CHE 1100,.,3 hrs. lecture; 3 hrs. lab."
CHE 1100 Introduction to Chemical Engineering (1) - Modern Campus Catalog™,1,CHE,1100,
BIOL 1201 Biology for Science Majors I (3) - Modern Campus Catalog™,3,BIOL,1201,"[LCCN: CBIO 1033, 1034, General Biology I (Science Majors)],This is an Integrative Learning Core (ILC) course that awards general education credit.,Prereq.:,minimum ACT composite of 23 or credit or registration in,MATH 1022,,,MATH 1023,,,MATH 1431,,,MATH 1530,,,MATH 1550,, or,MATH 1551,.,Credit will not be given for both this course and,BIOL 1001,."
CE 9000 Dissertation Research (1-12 per sem.) - Modern Campus Catalog™,1,CE,,“S”/”U”grading.
CE 8000 Thesis Research (1-12 per sem.) - Modern Campus Catalog™,1,CE,,“S”/”U”grading.
CE 7750 Seminar (1) - Modern Campus Catalog™,1,CE,7750,Pass-fail grading.
CE 7740 Master’s Report (3) - Modern Campus Catalog™,3,CE,7740,
CE 7701 Special Topics in Civil Engineering (3) - Modern Campus Catalog™,3,CE,7701,"Prereq.:,permission of department."
CE 7700 Special Topics in Civil Engineering (3) - Modern Campus Catalog™,3,CE,7700,"Prereq.:,permission of department."
CE 7672 Pavement Management Systems (3) - Modern Campus Catalog™,3,CE,7672,"Prereq.:,CE 3600,or equivalent."
CE 7660 Advanced Pavement Analysis and Design (3) - Modern Campus Catalog™,3,CE,7660,"Prereq.:,CE 4670,or consent of the instructor."
CE 7655 Pavement Materials Characterization (4) - Modern Campus Catalog™,4,CE,7655,"Prereq.:,CE 3700,or equivalent.,3 hrs. lecture; 3 hrs. lab."
CE 7650 Bituminous Materials and Mixtures (3) - Modern Campus Catalog™,3,CE,7650,"Prereq.:,CE 3700,or equivalent.,2 hrs. lecture; 3 hrs. lab."
CE 7645 Transportation Systems Analysis (3) - Modern Campus Catalog™,3,CE,7645,"Prereq.:,CE 7610,or equivalent."
CE 7641 Urban Transportation Planning Models (4) - Modern Campus Catalog™,4,CE,7641,"Prereq.:,CE 7640,,,ECON 5600,,,EXST 7003,or equivalent.,3 hrs. lecture; 2 hrs. lab."
CE 7640 Urban Transportation Policy and Planning (3) - Modern Campus Catalog™,3,CE,7640,"Prereq.:,CE 3600,or equivalent."
CE 7621 Mass Transit Systems (3) - Modern Campus Catalog™,3,CE,7621,"Prereq.:,CE 3600,or equivalent."
CE 7615 Advanced Highway Design and Traffic Safety (3) - Modern Campus Catalog™,3,CE,7615,"Prereq.:,CE 4600,or consent of instructor."
CE 7610 Traffic Engineering Operations and Control (3) - Modern Campus Catalog™,3,CE,7610,"Prereq.:,CE 3600,or equivalent."
CE 7600 Transportation Engineering Data Collection Methods (3) - Modern Campus Catalog™,3,CE,7600,"Prereq.:,EXST 7003,or,CE 3600,or equivalent."
CE 7490 Damage Mechanics in Metals and Matrix Composites (3) - Modern Campus Catalog™,3,CE,7490,"Prereq.:,CE 7480,and,CE 7485,or equivalent."
CE 7485 Mechanics of Composite Materials (3) - Modern Campus Catalog™,3,CE,7485,"Prereq.:,CE 3400,."
CE 7480 Plasticity and Viscoelasticity: Theory and Applications (3) - Modern Campus Catalog™,3,CE,7480,"Prereq.:,CE 4440,."
CE 7475 Solid Mechanics (3) - Modern Campus Catalog™,3,CE,7475,"Prereq.:,CE 4440,and credit or registration in,MATH 4038,or,MATH 4340,or,ME 4563,."
CE 7460 Theory of Plates (3) - Modern Campus Catalog™,3,CE,7460,"Prereq.:,credit or registration in,CE 4440,."
CE 7455 Finite Element Method in Engineering (3) - Modern Campus Catalog™,3,CE,7455,"Prereq.:,CE 4450,."
CE 7435 Random Vibrations (3) - Modern Campus Catalog™,3,CE,7435,
CE 7430 Structural Design for Dynamic Loads (3) - Modern Campus Catalog™,3,CE,7430,
CE 7425 Advanced Bridge Engineering (3) - Modern Campus Catalog™,3,CE,7425,
CE 7420 Limit Analysis and Design (3) - Modern Campus Catalog™,3,CE,7420,"Prereq.:,credit or registration in,CE 4435,."
CHIN 4915 Independent Work (1-3) - Modern Campus Catalog™,3,CHIN,4915,May be taken for a max. of 6 semester hours of credit when topics vary. Permission of department required.
CHIN 3801 Traditional East Asian Literature (3) - Modern Campus Catalog™,3,CHIN,3801,"Also offered as,JAPN 3801,.,Taught in English; knowledge of East Asian languages not required."
CHIN 3102 Advanced Chinese (3) - Modern Campus Catalog™,3,CHIN,3102,"Prereq.:,CHIN 3101,or equivalent."
CHIN 3101 Advanced Chinese (3) - Modern Campus Catalog™,3,CHIN,3101,"Prereq.:,CHIN 2002,or equivalent."
CHIN 2070 Chinese Cinema (3) - Modern Campus Catalog™,3,CHIN,2070,This is an Integrative Learning Core (ILC) course that awards general education credit.
CHIN 2020 Chinese for Travelers (3) - Modern Campus Catalog™,3,CHIN,2020,Credit not applicable to a minor in Chinese. Does not count toward satisfying the foreign language requirement for undergraduates.
CHIN 2002 Intermediate Mandarin Chinese (4) - Modern Campus Catalog™,4,CHIN,2002,"This is an Integrative Learning Core (ILC) course that awards general education credit.,Prereq.:,CHIN 2001,.,Native speakers of Chinese will not receive credit for this course."
CHIN 2001 Intermediate Mandarin Chinese (4) - Modern Campus Catalog™,4,CHIN,2001,"This is an Integrative Learning Core (ILC) course that awards general education credit.,Prereq.:,CHIN 1102,.,Native speakers of Chinese will not receive credit for this course."
CHIN 1102 Beginning Mandarin Chinese (4) - Modern Campus Catalog™,4,CHIN,1102,"This is an Integrative Learning Core (ILC) course that awards general education credit.,Prereq.:,CHIN 1101,.,Native speakers of Chinese will not receive credit for this course."
CHIN 1101 Beginning Mandarin Chinese (4) - Modern Campus Catalog™,4,CHIN,1101,"This is an Integrative Learning Core (ILC) course that awards general education credit.,Native speakers of Chinese will not receive credit for this course."
CFS 8000 Thesis Research (1-12) - Modern Campus Catalog™,2,CFS,8000,"Prereq.:,Permission of department.,Pass/Fail grading."
CFS 7905 Independent Readings and Research in CFS (3) - Modern Campus Catalog™,3,CFS,7905,"Prereq.:,Permission of department required.,May be taken for a max. of 6 sem. hrs. of credit."
"CFS 7700 Practicum in Child and Family Studies (3, 6) - Modern Campus Catalog™",6,CFS,7700,"Prereq.:,Twelve hours from,CFS 7050,,,CFS 7051,,,CFS 7052,,,CFS 7053,,,CFS 7054,,,CFS 7055,,,CFS 7056,,,CFS 7057,, or,CFS 7090,; and permission of department.,Pass/Fail grading.,May be taken twice for up to 6 hours."
CFS 7090 Research Methods in Child & Family Studies (3) - Modern Campus Catalog™,3,CFS,7090,
CFS 7057 Theories in Family Science (3) - Modern Campus Catalog™,3,CFS,7057,"Also offered as,EDCI 7057,. Credit will not be given for both this course and,EDCI 7057,."
CFS 7056 Theories of Child Development (3) - Modern Campus Catalog™,3,CFS,7056,"Also offered as,EDCI 7056,. Credit will not be given for both this course and,EDCI 7056,."
CFS 7055 Human Development (3) - Modern Campus Catalog™,3,CFS,7055,"Prereq.:,consent of instructor. Also offered as,EDCI 7055,. Credit will not be given for both this course and,EDCI 7055,.,May be taken for a max. of 6 hrs. of credit when topics vary."
CFS 7054 Child Guidance and Behavior (3) - Modern Campus Catalog™,3,CFS,7054,"See,EDCI 7054,."
CFS 7053 Infant Behavior and Development (3) - Modern Campus Catalog™,3,CFS,7053,"See,EDCI 7053,."
CFS 7052 Topics and Issues in Child and Family Studies (3) - Modern Campus Catalog™,3,CFS,7052,"Also offered as,EDCI 7052,. Credit will not be given for this course and,EDCI 7052,.,May be taken for a max. of 6 sem. hrs. of credit when topics vary."
CFS 7051 The Contemporary Family (3) - Modern Campus Catalog™,3,CFS,7051,"Also offered as,EDCI 7051,. Credit will not be given for this course and,EDCI 7051,."
CFS 7050 Research Seminar in Child and Family Studies (3) - Modern Campus Catalog™,3,CFS,7050,"Prereq.:,Consent of instructor.,May be taken for a max. of 6 hrs. credit when topics vary."
CFS 4501 Applied Family Life Coaching Theory (3) - Modern Campus Catalog™,3,CFS,4501,"Prereq.:,CFS 4500,. Permission of department required."
CFS 4500 Fundamentals of Family Life Coaching (3) - Modern Campus Catalog™,3,CFS,4500,"Prereq.:,Permission of department required."
CFS 4091 Reading & Research in Child and Family Studies (3) - Modern Campus Catalog™,3,CFS,4091,"Prereq.:,Consent of instructor.,May be taken for a max. of 6 sem. hrs. of credit."
CFS 4070 Special Topics in CFS (3) - Modern Campus Catalog™,3,CFS,4070,"Prereq.:,CFS 3055,.,May be taken for a total of 9 semester hours of credit when topics vary. Permission of department required."
"CFS 4066 Child Life Internship (9,12) - Modern Campus Catalog™",2,CFS,4066,"Prereq.:,Permission of department."
CFS 4067 Internship in Child and Family Studies (8) - Modern Campus Catalog™,8,CFS,4067,"Prereq.:,CFS 3090,,,CFS 3055,,,CFS 3065,, and,CFS 3067,.,For CFS majors only, senior standing.,2 hrs. lecture; 12 hrs. practicum."
CFS 4065 Family Life Education (3) - Modern Campus Catalog™,3,CFS,4065,"Prereq.:,CFS 2050,;,CFS 2065,; Credit or concurrent enrollment in,CFS 3065,; for CFS majors only or permission of instructor."
CFS 4064 Family Stress Management (3) - Modern Campus Catalog™,3,CFS,4064,"Prereq.:,CFS 2050,or,CFS 2065,.,For CFS majors only or permission of instructor."
CFS 4062 Family Finance and Consumer Law (3) - Modern Campus Catalog™,3,CFS,4062,"Prereq.:,ECON 2030,or,AGEC 2003,or equivalent."
CFS 4054 Developmental Perspectives on Death and Dying (3) - Modern Campus Catalog™,3,CFS,4054,"Prereq.:,CFS 2050,or,SW 2000,or permission of instructor."
CFS 4053 Child Life Theory & Practice (3) - Modern Campus Catalog™,3,CFS,4053,"Prereq.:,CFS 3055,or permission of instructor."
CFS 4052 Families: Policy and Law (3) - Modern Campus Catalog™,3,CFS,4052,"Prereq.:,POLI 2051,or,POLI 2070,or,HIST 3071,or equivalent.,For CFS majors only or permission of instructor."
CFS 4051 The Adolescent and the Family (3) - Modern Campus Catalog™,3,CFS,4051,"Prereq.:,CFS 2050,,,CFS 2065,,,CFS 3055,or equivalent. For CFS majors only or permission of instructor."
CFS 4044 Developmentally Appropriate Play (3) - Modern Campus Catalog™,3,CFS,4044,"Prereq.:,CFS 2050,or permission of instructor."
CFS 4009 Human Sciences Research Methods (3) - Modern Campus Catalog™,3,CFS,4009,"See,SW 4009,."
CFS 3091 Reading and Research in Child and Family Studies (1-6) - Modern Campus Catalog™,6,CFS,3091,May be taken for a max. of 6 hrs. of credit.
CFS 3090 Professional Practice and Ethics in Child and Family Studies (2) - Modern Campus Catalog™,2,CFS,3090,"Prereq.:,credit or registration in,CFS 3067,.,For majors only."
CFS 3070 Intimate Relationships (3) - Modern Campus Catalog™,3,CFS,3070,
CFS 3067 Field Experience in Child and Family Studies (3) - Modern Campus Catalog™,3,CFS,3067,"Prereq.:,CFS 2050,or,CFS 2065,, credit or concurrent enrollment in,CFS 3090,, and credit or concurrent enrollment in,CFS 3055,.,For CFS majors only.,6 hrs. field experience per week."
CFS 3065 Adult-Child Relationships (3) - Modern Campus Catalog™,3,CFS,3065,"Prereq.:,CFS 2050,and,CFS 3055,. For CFS majors only or consent of instructor."
CFS 3056 Young Children’s Cognitive and Linguistic Development (3) - Modern Campus Catalog™,3,CFS,3056,"Also offered as,EDCI 3056,.,Prereq.:,CFS 3055,/,EDCI 3055,.,Credit will not be given for both this course and,EDCI 3056"
CFS 3055 Development of Young Children in Context (4) - Modern Campus Catalog™,4,CFS,3055,"Also offered as,EDCI 3055,.,3 hrs. lecture; 2 hrs. field observations."
CFS 2091 Special Topics in Child and Family Studies (3) - Modern Campus Catalog™,3,CFS,2091,"Prereq.:,consent of instructor.,May be taken for a max. of 6 sem. hrs. of credit when topics vary."
CFS 2065 Management of Family Systems and Services (3) - Modern Campus Catalog™,3,CFS,2065,
CFS 2050 Introduction to Family Science (3) - Modern Campus Catalog™,3,CFS,2050,
CFS 1062 Personal Financial Management (3) - Modern Campus Catalog™,3,CFS,1062,
CHEM 9000 Dissertation Research (1-12 per sem.) - Modern Campus Catalog™,1,CHEM,,"Prereq.:,6 hrs. of credit in,CHEM 8000,or,CHEM 8900,.,“S”/”U”grading."
CHEM 8900 Procedures and Problems in Chemical Research (1-12) - Modern Campus Catalog™,2,CHEM,8900,"Pass-fail grading.,Open only to students of proven ability or exceptional potential. Students who receive 6 hrs. of credit for,CHEM 8000,cannot obtain more than 9 hrs. of credit in this course."
CHEM 8000 Thesis Research (1-12 per sem.) - Modern Campus Catalog™,1,CHEM,,"“S”/”U”grading.,Students who receive 6 hrs. of credit for this course cannot obtain more than 9 hrs. of credit for,CHEM 8900,."
CHEM 7901 Speaking of Macromolecules (1) - Modern Campus Catalog™,1,CHEM,7901,"Also offered as,CHE 7901,.,Pass-fail grading."
CHEM 7800 Seminar (1) - Modern Campus Catalog™,1,CHEM,7800,Pass-fail grading.
CHEM 7780 Special Topics in Macromolecular Chemistry (2-3) - Modern Campus Catalog™,3,CHEM,7780,
CHEM 7760 Special Topics in Organic Chemistry (2-3) - Modern Campus Catalog™,3,CHEM,7760,
CHEM 7770 Special Topics in Inorganic Chemistry (2-3) - Modern Campus Catalog™,3,CHEM,7770,
CHEM 7750 Special Topics in Analytical Chemistry (2-3) - Modern Campus Catalog™,3,CHEM,7750,
CHEM 7292 Special Topics in Chemical Physics (2-3) - Modern Campus Catalog™,3,CHEM,7292,
CHEM 7221 Chemical Dynamics and Kinetics (3) - Modern Campus Catalog™,3,CHEM,7221,"Prereq.:,CHEM 3491,and,CHEM 3492,."
CHEM 7011 Macromolecular Systems IV (3) - Modern Campus Catalog™,3,CHEM,7011,"Prereq.:,CHEM 4011,."
CHEM 7010 Macromolecular Systems III (3) - Modern Campus Catalog™,3,CHEM,7010,"Prereq.:,CHEM 4010,."
CHEM 6691 Seminar in Current Developments in Chemistry (1-3) - Modern Campus Catalog™,3,CHEM,6691,"Prereq.:,CHEM 1202,or,CHEM 1422,or equivalent."
CHEM 6003 Laboratory Methods for Teachers (3) - Modern Campus Catalog™,3,CHEM,6003,"For elementary and middle school teachers.,1 hr. lecture; 6 hrs. lab."
CHEM 6002 Chemical Principles for Teachers (3) - Modern Campus Catalog™,3,CHEM,6002,For elementary and middle school teachers.
CHEM 6001 Chemistry Instruction Through Demonstration and Experiments (3) - Modern Campus Catalog™,3,CHEM,6001,"Prereq.:,one year of college chemistry.,2 hrs. lecture; 3 hrs. lab."
CHEM 4597 Introduction to Statistical Thermodynamics (3) - Modern Campus Catalog™,3,CHEM,4597,"Prereq.:,CHEM 3491,,,CHEM 3492,and,MATH 2057,."
CHEM 4596 Chemical Thermodynamics (3) - Modern Campus Catalog™,3,CHEM,4596,"Prereq.:,CHEM 3491,,,CHEM 3492,, and,MATH 2057,."
CHEM 4594 Introduction to Quantum Chemistry (3) - Modern Campus Catalog™,3,CHEM,4594,"Prereq.:,CHEM 3491,,,CHEM 3492,and,MATH 2057,."
CHEM 4581 Introduction to Mathematical Chemistry (3) - Modern Campus Catalog™,3,CHEM,4581,"Prereq.:,MATH 2057,and credit or registration in,CHEM 3491,."
CHEM 4571 Organometallic Chemistry (3) - Modern Campus Catalog™,3,CHEM,4571,"Prereq.:,CHEM 3570,, credit or registration in,CHEM 3490,or,CHEM 3491,or,CHEM 3492,or,BIOL 4001,."
CHEM 4570 Inorganic Chemistry II (3) - Modern Campus Catalog™,3,CHEM,4570,"Prereq.:,CHEM 3570,, credit or registration in,CHEM 3490,or,CHEM 3491,or,CHEM 3492,or,BIOL 4001,."
CHEM 4565 Bioorganic Chemistry (3) - Modern Campus Catalog™,3,CHEM,4565,"Prereq.:,CHEM 2262,or,CHEM 2462,."
CHEM 4564 Chemical Synthesis Laboratory (3) - Modern Campus Catalog™,3,CHEM,4564,"Prereq.:,CHEM 2364,or,CHEM 2463,, Credit or registration in,CHEM 3570,.,Students registering for laboratory courses in chemistry are charged a laboratory usage deposit on their fee bill.,1 hr. lecture; 6 hrs. lab."
CHEM 4563 Organic Structure Elucidation (3) - Modern Campus Catalog™,3,CHEM,4563,"Prereq.:,CHEM 2262,or,CHEM 2462,."
CHEM 4562 Introduction to Organic Synthesis (3) - Modern Campus Catalog™,3,CHEM,4562,"Prereq.:,CHEM 2262,or,CHEM 2462,."
CHEM 4561 Structure and Reactivity in Organic Chemistry (3) - Modern Campus Catalog™,3,CHEM,4561,"Prereq.:,CHEM 2262,or,CHEM 2462,."
CHEM 4559 Electroanalytical Chemistry (3) - Modern Campus Catalog™,3,CHEM,4559,"Prereq.:,CHEM 2001,,,CHEM 2002,, and,CHEM 3490,or,CHEM 3492,or,BIOL 4001,; all courses with a grade of “C” or better."
CHEM 4558 Mass Spectrometry (3) - Modern Campus Catalog™,3,CHEM,4558,"Prereq.:,CHEM 2001,and,CHEM 3490,or,CHEM 3491,or,BIOL 4001,; all courses with a grade of “C” or better."
CHEM 4557 Analytical Separations (3) - Modern Campus Catalog™,3,CHEM,4557,"Prereq.:,CHEM 2001,,,CHEM 2002,, and,CHEM 3492,; all courses with a grade of “C” or better."
CHEM 4556 Analytical Spectroscopy (3) - Modern Campus Catalog™,3,CHEM,4556,"Prereq.:,CHEM 2001,,,CHEM 3490,or,CHEM 3491,or,BIOL 4001,; all courses with a grade of “C” or better."
CHEM 4553 Laboratory in Instrumental Methods of Measurement and Analysis (2) - Modern Campus Catalog™,2,CHEM,4553,"Prereq.:,CHEM 4552,.,Laboratory usage deposit.,6 hrs. lab."
CHEM 4552 Instrumental Methods of Measurement and Analysis (3) - Modern Campus Catalog™,3,CHEM,4552,"Prereq.:,CHEM 2001,and,CHEM 2002,, and,CHEM 3490,or,CHEM 3491,or,BIOL 4001,; all courses with a grade of “C” or better."
CHEM 4160 Industrial Organic Chemistry (3) - Modern Campus Catalog™,3,CHEM,4160,"Prereq.:,CHEM 2262,or,CHEM 2462,."
CHEM 4150 Environmental Chemistry (3) - Modern Campus Catalog™,3,CHEM,4150,"Prereq.:,CHEM 2001,, and,CHEM 2060,or,CHEM 2261,or,CHEM 2461,, and,CHEM 3490,or,CHEM 3492,or,BIOL 4001,."
CHEM 4011 Macromolecular Systems II (3) - Modern Campus Catalog™,3,CHEM,4011,"Prereq.:,CHEM 3490,​or,CHEM 3492,or,BIOL 4001,.,2 hrs. lecture; 2 hrs. lab."
CHEM 4010 Macromolecular Systems I (3) - Modern Campus Catalog™,3,CHEM,4010,"Prereq.:,CHEM 2262,or,CHEM 2462,.,2 hrs. lecture; 2 hrs. lab."
CHEM 4005 Science Research Methods (3) - Modern Campus Catalog™,3,CHEM,4005,
CHEM 4004 Seminar in Teaching Secondary School Science (3) - Modern Campus Catalog™,3,CHEM,4004,
CHEM 4003 Science Teaching in Secondary School III: Instructional Strategies in Science (1) - Modern Campus Catalog™,1,CHEM,4003,
CHEM 3900 Research in Chemistry (1-3) - Modern Campus Catalog™,3,CHEM,3900,"Coreq.:,Credit or registration in,CHEM 3490,OR,CHEM 3491,or,CHEM 3492,or,CHEM 3570,.,May be taken for a max. of 6 sem. hrs. of credit;,no more than 8 sem. hrs. of credit may be earned in,CHEM 2900,and CHEM 3900. By permission of the department. Course requires 3 hours of lab work per credit hour."
CHEM 3570 Inorganic Chemistry I (3) - Modern Campus Catalog™,3,CHEM,3570,"Prereq.:,CHEM 2262,or,CHEM 2462,."
CHEM 3493 Physical Chemistry Laboratory (3) - Modern Campus Catalog™,3,CHEM,3493,"Prereq.:,PHYS 1209,or,PHYS 2109,;,CHEM 1212,or,CHEM 1431,;,CHEM 3491,and credit or registration in,CHEM 3492,.,1 hr. lecture; 6 hrs. lab."
CHEM 3492 Physical Chemistry II (3) - Modern Campus Catalog™,3,CHEM,3492,"Prereq.:,MATH 2057,or,MATH 2090,;,PHYS 1202,or,PHYS 2113,; and,CHEM 1202,or,CHEM 1422,; all 3 courses with a grade of “C” or better."
CHEM 3491 Physical Chemistry I (3) - Modern Campus Catalog™,3,CHEM,3491,"Prereq.:,MATH 2057,or,MATH 2090,;,PHYS 1202,or,PHYS 2113,; and,CHEM 1202,or,CHEM 1422,; all three courses with a grade of “C” or better."
CMST 2111 Special Topics in Communication Studies (3) - Modern Campus Catalog™,3,CMST,2111,May be taken for max. of 9 hrs. of credit when topics vary.
CMST 2064 Small Group Communication (3) - Modern Campus Catalog™,3,CMST,2064,
CMST 2063 Argumentation and Debate (3) - Modern Campus Catalog™,3,CMST,2063,This is an Integrative Learning Core (ILC) course that awards general education credit.
CMST 2061 Communication for Business and the Professions (3) - Modern Campus Catalog™,3,CMST,2061,"For students in the professional colleges, particularly the E.J. Ourso College of Business."
CMST 2060 Public Speaking (3) - Modern Campus Catalog™,3,CMST,2060,This is an Integrative Learning Core (ILC) course that awards general education credit.
CMST 2042 Performance Studies Production (3) - Modern Campus Catalog™,3,CMST,2042,"Prereq.:,Permission of department.,May be taken for a max. 6 sem. hrs. of credit."
CMST 2040 Introduction to Performing Literature (3) - Modern Campus Catalog™,3,CMST,2040,This is an Integrative Learning Core (ILC) course that awards general education credit.
CMST 2020 Rhetoric & Cultural Critique (3) - Modern Campus Catalog™,3,CMST,2020,
CMST 2012 Introduction to Film (4) - Modern Campus Catalog™,4,CMST,2012,"This is an Integrative Learning Core (ILC) course that awards general education credit.,3 hrs. lecture; 3 hrs. lab."
CMST 2010 Interpersonal Communication (3) - Modern Campus Catalog™,3,CMST,2010,This is an Integrative Learning Core (ILC) course that awards general education credit.
CMST 1150 Introduction to Communication Studies (3) - Modern Campus Catalog™,3,CMST,1150,
CMST 1061 Fundamentals of Communication (3) - Modern Campus Catalog™,3,CMST,1061,"[LCCN: CCOM 1013, 2013, 2113, 2213, 2313, Fundamentals of Communication, Public Speaking, Argumentation and Debate, Interpersonal Communication, Business and Professional Communication],This is an Integrative Learning Core (ILC) course that awards general education credit."
CM 9000 Dissertation Research (1-12) - Modern Campus Catalog™,2,CM,9000,“S/U” grading.
CM 8000 Thesis Research (1-12 per sem.) - Modern Campus Catalog™,1,CM,,“S/U” grading.
CM 7304 Information Technology in Construction (3) - Modern Campus Catalog™,3,CM,7304,
CM 7303 Environmental Life Cycle Assessment (3) - Modern Campus Catalog™,3,CM,7303,"Prereq.:,CM 4303,,,EVEG 4154,, or consent of instructor."
CM 7302 Advanced Sustainable Construction (3) - Modern Campus Catalog™,3,CM,7302,"Prereq.:,consent of instructor.,Continuation of,CM 4302,."
CM 7250 Natural Hazard Resistant Construction (3) - Modern Campus Catalog™,3,CM,7250,
CM 7230 Lean Construction (3) - Modern Campus Catalog™,3,CM,7230,
CM 7222 Human Factors & Leadership (3) - Modern Campus Catalog™,3,CM,7222,
CM 7220 Building Information Modeling for Construction Management (3) - Modern Campus Catalog™,3,CM,7220,
CM 7214 Concrete Materials in Construction (3) - Modern Campus Catalog™,3,CM,7214,"Prereq.:,graduate standing or permission of instructor."
CM 7213 Soils in Construction (3) - Modern Campus Catalog™,3,CM,7213,"Prereq.:,consent of instructor."
CM 7211 Construction Dispute Resolution (3) - Modern Campus Catalog™,3,CM,7211,
CM 7207 Independent Study in Construction Management (3) - Modern Campus Catalog™,3,CM,7207,"Prereq.:,consent of instructor.,May be taken for a max. of 6 sem. hrs. of credit."
CM 7206 Special Topics in Construction Management (3) - Modern Campus Catalog™,3,CM,7206,"Prereq.:,consent of instructor.,May be taken for a max. of 9 sem. hrs. when topics vary."
CM 7150 Decision Making Tools in Construction Management (3) - Modern Campus Catalog™,3,CM,7150,
CM 7112 Construction Simulation (3) - Modern Campus Catalog™,3,CM,7112,"Prereq.:,consent of instructor."
CM 7111 Advanced Construction Scheduling (3) - Modern Campus Catalog™,3,CM,7111,
CM 7110 Advanced Construction Productivity (3) - Modern Campus Catalog™,3,CM,7110,"Prereq.:,CM 4110,or consent of instructor."
CM 7030 Project Delivery (3) - Modern Campus Catalog™,3,CM,7030,
CM 7010 Research Methods in Construction Management (3) - Modern Campus Catalog™,3,CM,7010,"Prereq.:,Graduate standing or permission of instructor."
CM 4566 Quality and Safety of Highway Pavements Construction (3) - Modern Campus Catalog™,3,CM,4566,"Prereq.:,Consent of instructor."
CM 4563 Emerging Concrete Technologies for Transportation (3) - Modern Campus Catalog™,3,CM,4563,"Prereq.:,Consent of instructor."
CM 4440 Advanced Construction Technologies (3) - Modern Campus Catalog™,3,CM,4440,
CM 4358 Industrial Electrical Installations (3) - Modern Campus Catalog™,3,CM,4358,
CM 4357 Industrial Project Controls (3) - Modern Campus Catalog™,3,CM,4357,
CM 4355 Driven Pile Construction (3) - Modern Campus Catalog™,3,CM,4355,"Prereq.:,senior standing and Construction Management major; or consent of instructor."
CM 4311 Disaster Resilient Construction (3) - Modern Campus Catalog™,3,CM,4311,"Credit will not be given for this course and,CM 7250,."
CM 4303 Life Cycle Assessment (3) - Modern Campus Catalog™,3,CM,4303,"Prereq.:,EVEG 4154,or,CM 3502,."
CM 4302 Sustainable Construction (3) - Modern Campus Catalog™,3,CM,4302,"Prereq.:,EVEG 4154,or,CM 3502,.,Credit will not be given for this course and,ID 4772,."
CM 4223 Company Strategic Planning (3) - Modern Campus Catalog™,3,CM,4223,
CM 4222 Essentials of Industry Leadership (3) - Modern Campus Catalog™,3,CM,4222,
CM 4221 Construction Project Management (3) - Modern Campus Catalog™,3,CM,4221,"Prereq.:,CM 4101,and,CM 4211,; or,CM 4100,and,CM 4210,."
